,Date,Report Time,Incident Time,Nearest Address to Incident,Incident Category,Incident Summary,Incident Alert,Alert Type,Incident ID,Alert ID,Google Address,geometry
40,2022-12-24,13:02:00,12:46:00,Roosevelt Ave. NE near 42nd Ave. NE,Shooting,Man assaulted woman before firing multiple gunshots and fleeing in a white vehicle. Victim has yet to be located.,"UPDATED at 1:02pm Saturday: Seattle police are investigating a shooting that occurred outside of a business on Roosevelt Ave. NE near 42nd Ave. NE. A man is reported to have assaulted a woman before firing several gunshots. The shooter is described as a man about 5-foot-9 with a thin build, wearing a red shirt with a white hoodie. He fled in a white vehicle, license plate number CCW7030. The victim also left the scene and has yet to be located.",Update,13,41,"42nd Ave NE, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.7334185, 'lng': -122.2737519}, 'southwest': {'lat': 47.6539081, 'lng': -122.291433}}, 'location': {'lat': 47.692357, 'lng': -122.2825431}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.7334185, 'lng': -122.2737519}, 'southwest': {'lat': 47.6539081, 'lng': -122.291433}}}"
41,2022-12-24,12:57:00,12:46:00,42nd Ave NE/Roosevelt,Shooting,Shooter fled in white vehicle,"ORIGINAL POST: Shooting reported near 42nd Ave NE/Roosevelt at 12:46pm. Shooter fled in white vehicle. Info: alert.uw.edu

Sent at 12:57pm Sat",Original,13,42,"42nd Ave NE, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.7334185, 'lng': -122.2737519}, 'southwest': {'lat': 47.6539081, 'lng': -122.291433}}, 'location': {'lat': 47.692357, 'lng': -122.2825431}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.7334185, 'lng': -122.2737519}, 'southwest': {'lat': 47.6539081, 'lng': -122.291433}}}"
42,2022-12-22,16:25:00,14:30:00,Seattle Campus,Suspended Operations,Icy conditions in the area,"[UPDATED at 4:25 p.m. Thursday, Dec. 22] 

The UW's Seattle campus on-site operations will be suspended Friday, Dec. 23, due to icy conditions in the area. UW Bothell and UW Tacoma had previously announced they will also maintain remote operations through Friday, Dec. 23. Please continue to check with your individual units, programs and campuses for more information.

Units are authorized to implement elements of their Business, Academic and Research Continuity (BARC) plans, as needed, to maintain critical functions.

More information will be provided here if there is any change in Seattle campus operations. Updates on weather-related plans at UW Bothell will be reported as they become available, and can be found at uwb.edu/emergency. Updates for UW Tacoma can be found at tacoma.uw.edu/emergency. Weather-related Information for UW Medicine sites can be found at uwmedicine.org.

Please use caution when walking or driving on and around UW campuses. Here are some tips from UW Environmental Health & Safety to prevent slips, trips and falls while walking in wet or icy conditions.

The University encourages staff to work from home during suspended operations if operationally feasible.

Nonessential staff

If UW temporarily suspends nonessential operations due to severe weather or for other reasons, nonessential staff who can telework are encouraged to continue to do so during the operational suspension. Those who cannot telework or are unable to continue teleworking due to power outages or other impacts should follow the UW Suspended Operations Policy.

Essential staff

Under the UW Suspended Operations Policy, only staff performing essential functions and who are not in positions that lend themselves to telework are required to report to work on-site during suspended operations.

If you have questions about HR practices during suspended operations and inclement weather, please contact your unit's Human Resources Consultant. If you have questions about or need assistance with business continuity planning, please contact UW Emergency Management.

You can find helpful tools for assisting with suspended operations on the ISC's website. Managers can review which employees in their Sup Org hold ""essential positions"" and quickly prioritize who to contact in case of suspended operations by running the R0023 Emergency Contacts by Organization report in Workday (to find the report, type R0023 into the search box in Workday). In addition, non-essential employees can review the ISC's Suspended Operations webpage for guidance on how to record time when operations are suspended.

UW Athletics

For updates regarding athletics events, which are expected to take place as scheduled, please visit gohuskies.com or @UWAthletics on Twitter.

More information

For updates about UW shuttle service, parking closures and links to transit snow routes, please see https://transportation.uw.edu/.

NOTE: If you don't already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Update,14,43,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
43,2022-12-13,14:45:00,14:30:00,Hitchcock Hall,Hazardous Materials,Potential Hazardous Materials Incident,"UPDATE at 2:45 p.m. Tuesday: All clear. Seattle Fire Department's response to a potential hazardous materials incident at Hitchcock Hall, near NE Pacific Ave. and 15th Ave. NE, has ended and traffic is reopened.",Update,14,44,"1605 NE Pacific St #220, Seattle, WA 98195, USA","{'location': {'lat': 47.65191739999999, 'lng': -122.3115175}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65344733029149, 'lng': -122.3099778197085}, 'southwest': {'lat': 47.65074936970849, 'lng': -122.3126757802915}}}"
44,2022-12-13,14:32:00,14:30:00,Hitchcock Hall,Hazardous Materials,Closure of eastbound traffic on NE Pacific Ave. near 15th Ave. NE,"UPDATE at 2:32 p.m. Tuesday: Seattle Fire Department is responding to a hazardous materials incident in Hitchcock Hall, resulting in the closure of eastbound traffic on NE Pacific Ave. near 15th Ave. NE. Please avoid the area, if possible.",Update,14,45,"1605 NE Pacific St #220, Seattle, WA 98195, USA","{'location': {'lat': 47.65191739999999, 'lng': -122.3115175}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65344733029149, 'lng': -122.3099778197085}, 'southwest': {'lat': 47.65074936970849, 'lng': -122.3126757802915}}}"
45,2022-12-13,14:30:00,14:30:00,Hitchcock Hall,HazMat response,Road closed at e/b Pacific Ave. near 15th Ave.,"ORIGINAL POST: SFD HazMat response at Hitchcock Hall. Road closed at e/b Pacific Ave. near 15th Ave. Avoid area. Info: alert.uw.edu

Sent at 2:30pm Tue",Original,14,46,"1605 NE Pacific St #220, Seattle, WA 98195, USA","{'location': {'lat': 47.65191739999999, 'lng': -122.3115175}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65344733029149, 'lng': -122.3099778197085}, 'southwest': {'lat': 47.65074936970849, 'lng': -122.3126757802915}}}"
46,2022-12-01,14:13:00,11:41:00,Kane Hall Room 130,No credible threat,UWPD has investigated and determined there is no credible threat in Kane Hall Room 130. There are no more closures to this room or other rooms in Kane Hall at this time.,UPDATED at 2:13 p.m. Thursday: UWPD has investigated and determined there is no credible threat in Kane Hall Room 130. There are no more closures to this room or other rooms in Kane Hall at this time.,Update,15,47,"Kane Hall (KNE), 4069 Spokane Ln, Seattle, WA 98195, USA","{'bounds': {'northeast': {'lat': 47.6569447, 'lng': -122.3087096}, 'southwest': {'lat': 47.6562183, 'lng': -122.309663}}, 'location': {'lat': 47.6566273, 'lng': -122.3091503}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65740838029149, 'lng': -122.3079741697085}, 'southwest': {'lat': 47.65471041970849, 'lng': -122.3106721302915}}}"
47,2022-12-01,12:18:00,11:41:00,Kane Hall Room 130,Potential Bomb Threat,Alert that there was a post on an app claiming that there was a bomb in Kane Hall Room 130.,"UPDATED at 12:18 p.m. Thursday: UWPD was made aware of a post on an app claiming that there was a bomb in Kane Hall Room 130. UWPD cleared the room to begin investigating and there are no initial indications of a legitimate threat. Out of an abundance of caution, UWPD will continue to investigate and more information will be provided here as it becomes available.",Update,15,48,"Kane Hall (KNE), 4069 Spokane Ln, Seattle, WA 98195, USA","{'bounds': {'northeast': {'lat': 47.6569447, 'lng': -122.3087096}, 'southwest': {'lat': 47.6562183, 'lng': -122.309663}}, 'location': {'lat': 47.6566273, 'lng': -122.3091503}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65740838029149, 'lng': -122.3079741697085}, 'southwest': {'lat': 47.65471041970849, 'lng': -122.3106721302915}}}"
48,2022-12-01,11:44:00,11:41:00,Kane Hall Room 130,Unconfirmed threat,Evacuation for safety,"UPDATED at 11:44 a.m. Thursday: UWPD is investigating an unconfirmed threat in Kane Hall Room 130. Out of an abundance of caution, the room has been evacuated to allow UWPD to conduct its work. More information will be provided here as it becomes available.",Update,15,49,"Kane Hall (KNE), 4069 Spokane Ln, Seattle, WA 98195, USA","{'bounds': {'northeast': {'lat': 47.6569447, 'lng': -122.3087096}, 'southwest': {'lat': 47.6562183, 'lng': -122.309663}}, 'location': {'lat': 47.6566273, 'lng': -122.3091503}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65740838029149, 'lng': -122.3079741697085}, 'southwest': {'lat': 47.65471041970849, 'lng': -122.3106721302915}}}"
49,2022-12-01,11:41:00,11:41:00,Kane Hall 130,Unconfirmed Threat,UWPD is investigating,"ORIGINAL POST: Kane Hall 130 is being cleared due to an unconfirmed threat. UWPD is investigating. More info: alert.uw.edu

Sent at 11:41am Thu",Original,15,50,"4069 Spokane Ln NE, Seattle, WA 98105, USA","{'location': {'lat': 47.6566273, 'lng': -122.3091503}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65797628029149, 'lng': -122.3078013197085}, 'southwest': {'lat': 47.65527831970849, 'lng': -122.3104992802915}}}"
50,2022-11-29,,,,Weather conditions,UW Weather Status Assessment Group is monitoring wintery conditions on and around our campuses and throughout the region. Delayed starts for UW Bothell and UW Tacoma on 12/1.,"The UW Weather Status Assessment Group is monitoring the wintery conditions on and around our campuses and throughout the region. We will continue to provide updates here, as needed. Campus operations in Seattle are normal at this time. UW Bothell and UW Tacoma have announced delayed starts for Thursday, Dec. 1. UW Bothell will be on remote operations until 11 a.m., while UW Tacoma will delay the opening of campus until noon. Please continue to check with your individual units, programs and campuses for more information.

Units are authorized to implement elements of their Business, Academic and Research Continuity (BARC) plans, as needed, to maintain critical functions.

More information will be provided here if there is any change in campus operations. Updates on weather-related plans at UW Bothell will be reported as they become available, and can be found at uwb.edu/emergency. Updates for UW Tacoma can be found at tacoma.uw.edu/emergency. Weather-related Information for UW Medicine sites can be found at uwmedicine.org.

Certain areas, such as overpasses and wooden walkways, have been pre-treated, however please use caution when walking or driving on and around UW campuses. Here are some tips from UW Environmental Health & Safety to prevent slips, trips and falls while walking in wet or icy conditions.

NOTE: If you don't already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Original,16,51,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
51,2022-10-27,21:02:00,20:35:00,1400 block of NE 42nd St.,Investigation,Seattle Police investigation is ongoing and suspect not found,UPDATE at 9:02 p.m. Seattle Police investigation is still ongoing and the suspect has not been found. Remain vigilant if in the area. Updates provided here as available.,Update,17,52,"1400 NE 42nd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6583183, 'lng': -122.3132172}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 47.65966728029149, 'lng': -122.3118682197085}, 'southwest': {'lat': 47.65696931970849, 'lng': -122.3145661802915}}}"
52,2022-10-27,20:55:00,20:35:00,1400 block of NE 42nd St.,Armed Suspect,Suspect possibly armed entered a business,"UPDATE at 8:55 p.m. A suspect, possibly armed, entered a business located at the 1400 block of NE 42nd St. around 8:35 p.m. The suspect is described as a male, in his 30s or 40s, 5-foot-7, medium build, wearing a tan hat and dark brown pants. The suspect may have a gun and left the business in an unknown direction. No injuries have been reported. Seattle Police officers are in the area.",Update,17,53,"1400 NE 42nd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6583183, 'lng': -122.3132172}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 47.65966728029149, 'lng': -122.3118682197085}, 'southwest': {'lat': 47.65696931970849, 'lng': -122.3145661802915}}}"
53,2022-10-27,20:50:00,20:35:00,1400 block NE 42nd St,Attempted Armed Robbery,Business,ORIGINAL POST at 8:50 p.m.: Attempted armed robbery at business at 1400 block of NE 42nd St. at 8:35pm. Avoid area. Info: alert.uw.edu,Original,17,54,"1400 NE 42nd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6583183, 'lng': -122.3132172}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 47.65966728029149, 'lng': -122.3118682197085}, 'southwest': {'lat': 47.65696931970849, 'lng': -122.3145661802915}}}"
54,2022-10-27,15:41:00,15:20:00,1401 NE 42nd Street,Building Issue,Potential building issue near University Way NE. Vehicle traffic now open. Cause of issue not yet determined.,UPDATE at 3:41 p.m. Thursday: The sidewalk is taped off near 1401 NE 42nd Street (around University Way NE) due to a  potential building issue. Vehicle traffic is now open. The cause of the building issue has not yet been determined. Please use caution in the area and avoid sidewalks at the southeast corner of NE 42nd Street and University Way NE.,Update,18,55,"1401 NE 42nd St, Seattle, WA 98105, USA","{'location': {'lat': 47.65820799999999, 'lng': -122.313014}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6596107302915, 'lng': -122.3116634197085}, 'southwest': {'lat': 47.6569127697085, 'lng': -122.3143613802915}}}"
